"Path","Added","Deleted","Decision","Status","Reason","Testable","Deployable","Bucket","AlignmentDecision","AlignmentNote"
".devcontainer/devcontainer.json","26","0","keep_user_requested","kept_per_user","Editor metadata only; CI uses the Dockerfile directly, but retained because you explicitly said not to remove it.","No","Yes","protected_web","",""
".devcontainer/Dockerfile","46","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
".github/actions/web-test-env/action.yml","71","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
".github/workflows/mkdocs.yml","16","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
".github/workflows/web-build.yml","620","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
".github/workflows/web-war-deep-nightly.yml","68","0","keep_user_requested","kept_per_user","Extra nightly coverage lane; not required for the upstreamable web PR, but retained because you explicitly said not to remove it.","No","Yes","protected_web","",""
".gitignore","5","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"AGENTS.md","2","0","keep_user_requested","kept_per_user","Local agent prompt file; not product or CI code, but retained because you explicitly said not to remove it.","No","Yes","meta_user","",""
"ai_stuffs/docs/arch_web.md","156","0","keep_user_requested","kept_per_user","AI process artifact; not runtime, build, or test logic, but retained because you explicitly said not to remove it.","No","Yes","meta_user","",""
"ai_stuffs/docs/strange_stuffs.md","78","0","keep_user_requested","kept_per_user","AI process artifact; not runtime, build, or test logic, but retained because you explicitly said not to remove it.","No","Yes","meta_user","",""
"ai_stuffs/docs/web-capability-staging.md","35","0","keep_user_requested","kept_per_user","AI process artifact; not runtime, build, or test logic, but retained because you explicitly said not to remove it.","No","Yes","meta_user","",""
"ai_stuffs/logs/progress.md","1100","0","keep_user_requested","kept_per_user","AI process artifact; not runtime, build, or test logic, but retained because you explicitly said not to remove it.","No","Yes","meta_user","",""
"ai_stuffs/logs/progress_02_15.md","121","0","keep_user_requested","kept_per_user","AI process artifact; not runtime, build, or test logic, but retained because you explicitly said not to remove it.","No","Yes","meta_user","",""
"ai_stuffs/planning/features.csv","12","0","keep_user_requested","kept_per_user","AI process artifact; not runtime, build, or test logic, but retained because you explicitly said not to remove it.","No","Yes","meta_user","",""
"ai_stuffs/planning/plan.md","57","0","keep_user_requested","kept_per_user","AI process artifact; not runtime, build, or test logic, but retained because you explicitly said not to remove it.","No","Yes","meta_user","",""
"ai_stuffs/planning/plan_phase_2.md","197","0","keep_user_requested","kept_per_user","AI process artifact; not runtime, build, or test logic, but retained because you explicitly said not to remove it.","No","Yes","meta_user","",""
"ai_stuffs/planning/plan_phase_3.md","175","0","keep_user_requested","kept_per_user","AI process artifact; not runtime, build, or test logic, but retained because you explicitly said not to remove it.","No","Yes","meta_user","",""
"ai_stuffs/planning/plan_phase_4.md","63","0","keep_user_requested","kept_per_user","AI process artifact; not runtime, build, or test logic, but retained because you explicitly said not to remove it.","No","Yes","meta_user","",""
"ai_stuffs/planning/planMake WAR UI E2E Deterministic, Real, and Preload-Backed (Local-Only).csv","11","0","keep_user_requested","kept_per_user","AI process artifact; not runtime, build, or test logic, but retained because you explicitly said not to remove it.","No","Yes","meta_user","",""
"ai_stuffs/README.md","29","0","keep_user_requested","kept_per_user","AI process artifact; not runtime, build, or test logic, but retained because you explicitly said not to remove it.","No","Yes","meta_user","",""
"ai_stuffs/repro_clickops_ci_chain.csv","27","0","keep_user_requested","kept_per_user","AI process artifact; not runtime, build, or test logic, but retained because you explicitly said not to remove it.","No","Yes","meta_user","",""
"android/assets/Skin.json","0","13","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"build.gradle.kts","46","37","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"buildSrc/src/main/kotlin/WebBuildTasks.kt","331","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"core/src/com/unciv/json/TileMapSerializer.kt","93","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/json/UncivJson.kt","4","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/json/Vector2Serializer.kt","26","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/json/WebJsonFallback.kt","195","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/AlternatingStateManager.kt","2","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/automation/unit/UnitAutomation.kt","4","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/civilization/Civilization.kt","2","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/civilization/managers/PolicyManager.kt","17","3","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/civilization/managers/TurnManager.kt","94","72","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/civilization/managers/VictoryManager.kt","1","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/event/EventBus.kt","8","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/files/FileChooser.kt","29","4","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/files/IMediaFinder.kt","2","5","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/files/MapSaver.kt","6","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/files/UncivFiles.kt","166","19","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","compose","Keep upstream save behavior by default; use portable serialization for custom-location export and preserve the web snapshot fallback path."
"core/src/com/unciv/logic/GameInfo.kt","152","95","partial_revert","fixed","Restored upstream checksum behavior when available and removed branch-wide save-load normalization that silently rewrote base ruleset/mods on every platform.","Yes","Yes","audited_non_web","compose","Legacy partial revert; keep upstream as the default behavior and re-apply only the minimal web-specific adaptation."
"core/src/com/unciv/logic/github/Github.kt","2","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/github/GithubAPI.kt","2","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/map/mapgenerator/mapregions/StartNormalizer.kt","4","3","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/map/mapgenerator/MapResourceSetting.kt","6","5","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/map/mapgenerator/resourceplacement/StrategicBonusResourcePlacementLogic.kt","6","3","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/map/mapunit/MapUnit.kt","1","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/map/tile/Tile.kt","8","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/multiplayer/apiv2/ApiV2.kt","6","5","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/multiplayer/apiv2/ApiV2Wrapper.kt","21","25","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/multiplayer/chat/ChatWebSocket.kt","3","3","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/multiplayer/Multiplayer.kt","17","5","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/multiplayer/MultiplayerFiles.kt","4","4","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/multiplayer/MultiplayerGamePreview.kt","4","5","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/multiplayer/storage/AsyncAuthProvider.kt","7","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/multiplayer/storage/DropBox.kt","7","3","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/multiplayer/storage/MultiplayerServer.kt","6","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/logic/simulation/Simulation.kt","2","3","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/models/metadata/GameParameters.kt","4","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/models/metadata/GameSettings.kt","15","14","partial_revert","fixed","Restored locale-aware Collator behavior on threaded platforms; kept fallback comparator only for constrained web runtime.","Yes","Yes","audited_non_web","compose","Legacy partial revert; keep upstream as the default behavior and re-apply only the minimal web-specific adaptation."
"core/src/com/unciv/models/metadata/LocaleCode.kt","8","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/models/metadata/ModCategories.kt","8","4","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/models/Religion.kt","4","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/models/ruleset/nation/Nation.kt","1","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/models/ruleset/Ruleset.kt","517","29","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/models/ruleset/RulesetCache.kt","37","17","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/models/ruleset/Tutorial.kt","1","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/models/ruleset/unique/Countables.kt","25","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/models/ruleset/unique/UniqueType.kt","5","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/models/ruleset/validation/RulesetValidator.kt","2","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/models/ruleset/validation/UniqueValidator.kt","2","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/models/translations/TranslationFileWriter.kt","11","5","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/models/translations/Translations.kt","35","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/models/UncivSound.kt","22","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/platform/PlatformCapabilities.kt","226","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/audio/MusicController.kt","30","8","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/audio/SoundPlayer.kt","14","23","partial_revert","fixed","Restored delayed Android retry path and preload pacing to avoid GL-thread busy looping and startup hitches.","Yes","Yes","audited_non_web","compose","Legacy partial revert; keep upstream as the default behavior and re-apply only the minimal web-specific adaptation."
"core/src/com/unciv/ui/components/extensions/Scene2dExtensions.kt","13","4","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/components/input/KeyboardBinding.kt","24","4","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/components/UncivTooltip.kt","6","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/components/widgets/ColorMarkupLabel.kt","2","10","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/components/widgets/TabbedPager.kt","1","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/components/widgets/TranslatedSelectBox.kt","2","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/components/widgets/UncivTextField.kt","2","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/components/widgets/ZoomableScrollPane.kt","44","4","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/crashhandling/CrashScreen.kt","8","5","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/popups/AuthPopup.kt","20","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/popups/options/AdvancedTab.kt","46","56","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/popups/options/DebugTab.kt","13","11","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/popups/options/DisplayTab.kt","1","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/popups/options/ModCheckTab.kt","3","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/popups/options/MultiplayerTab.kt","59","18","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/popups/options/OptionsPopup.kt","9","6","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/popups/options/OptionsPopupHelpers.kt","4","4","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/popups/options/SoundTab.kt","10","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/popups/ToastPopup.kt","2","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/basescreen/BaseScreen.kt","11","3","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/cityscreen/CityConstructionsTable.kt","1","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
