"Path","Added","Deleted","Decision","Status","Reason","Testable","Deployable","Bucket","AlignmentDecision","AlignmentNote"
"core/src/com/unciv/ui/screens/cityscreen/CityMapHolder.kt","1","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/cityscreen/CityScreen.kt","5","5","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/cityscreen/CityScreenCityPickerTable.kt","1","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/cityscreen/CityStatsTable.kt","3","3","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/cityscreen/ConstructionInfoTable.kt","1","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/civilopediascreen/MarkupRenderer.kt","2","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/diplomacyscreen/OfferColumnsTable.kt","1","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/mainmenuscreen/MainMenuScreen.kt","145","39","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/mapeditorscreen/EditorMapHolder.kt","2","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/mapeditorscreen/MapEditorScreen.kt","2","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/mapeditorscreen/MapEditorWesnothImporter.kt","6","6","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/mapeditorscreen/tabs/MapEditorEditTab.kt","1","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/mapeditorscreen/tabs/MapEditorOptionsTab.kt","14","12","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/modmanager/ModInfoAndActionPane.kt","2","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/modmanager/ModManagementScreen.kt","19","3","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/multiplayerscreens/AddFriendScreen.kt","2","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/multiplayerscreens/AddMultiplayerGameScreen.kt","8","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/multiplayerscreens/EditFriendScreen.kt","2","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/multiplayerscreens/GameList.kt","7","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/multiplayerscreens/MultiplayerScreen.kt","6","3","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/newgamescreen/GameOptionsTable.kt","90","46","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/newgamescreen/MapOptionsTable.kt","67","47","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/newgamescreen/MapParametersTable.kt","72","30","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/newgamescreen/ModCheckboxTable.kt","89","36","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/newgamescreen/MultiCheckboxTable.kt","16","4","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/newgamescreen/NationPickerPopup.kt","3","3","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/newgamescreen/NewGameScreen.kt","187","110","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/newgamescreen/PlayerPickerTable.kt","15","8","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/overviewscreen/GlobalPoliticsOverviewTable.kt","1","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/overviewscreen/NotificationsOverviewTable.kt","2","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/pickerscreens/PromotionButton.kt","2","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/pickerscreens/PromotionPickerScreen.kt","1","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/pickerscreens/PromotionScreenColors.kt","13","15","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/pickerscreens/TechPickerScreen.kt","2","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/savescreens/Gzip.kt","7","10","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/savescreens/LoadGameScreen.kt","28","16","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Keep stable actor names for browser clickOps and file I/O smoke targeting; no gameplay behavior changes."
"core/src/com/unciv/ui/screens/savescreens/LoadOrSaveScreen.kt","6","6","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/savescreens/SaveGameScreen.kt","5","3","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Keep stable actor names for browser clickOps and file I/O smoke targeting; no gameplay behavior changes."
"core/src/com/unciv/ui/screens/UniqueBuilderScreen.kt","2","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/victoryscreen/VictoryScreenReplay.kt","1","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/worldscreen/chat/ChatButton.kt","2","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/worldscreen/chat/ChatPopup.kt","2","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/worldscreen/mainmenu/WorldScreenMenuPopup.kt","2","3","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Keep stable actor names for browser clickOps targeting of save/load menu actions; no gameplay behavior changes."
"core/src/com/unciv/ui/screens/worldscreen/status/MultiplayerStatusButton.kt","1","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/worldscreen/status/MultiplayerStatusPopup.kt","1","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/worldscreen/status/NextTurnButton.kt","20","3","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/worldscreen/TechPolicyDiplomacyButtons.kt","1","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/worldscreen/topbar/WorldScreenTopBar.kt","1","0","keep","kept","Retained as a shared UI hook for browser clickOps targeting; no gameplay behavior changes.","Yes","Yes","audited_non_web","keep","Keep a stable actor name for opening the world menu in browser clickOps flows; no gameplay behavior changes."
"core/src/com/unciv/ui/screens/worldscreen/unit/actions/UnitActionsTable.kt","22","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/worldscreen/unit/UnitTable.kt","2","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/worldscreen/worldmap/WorldMapHolder.kt","127","61","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/ui/screens/worldscreen/WorldScreen.kt","95","31","partial_revert","fixed","Kept next-turn blocked until autosave completion again instead of clearing the autosave gate immediately on single-threaded runtimes.","Yes","Yes","audited_non_web","compose","Legacy partial revert; keep upstream as the default behavior and re-apply only the minimal web-specific adaptation."
"core/src/com/unciv/UncivGame.kt","119","30","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/utils/AppClipboard.kt","124","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/utils/Concurrency.kt","5","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/utils/Log.kt","10","3","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"core/src/com/unciv/utils/LongPriorityQueue.kt","1","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"desktop/src/com/unciv/app/desktop/DesktopDisplay.kt","1","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"desktop/src/com/unciv/app/desktop/DesktopLauncher.kt","2","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"docker-compose.web.yml","23","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"docs/index.md","2","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"gradle.properties","1","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"gradle/wrapper/gradle-wrapper.properties","1","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"gradlew","7","5","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"gradlew.bat","0","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"scripts/web/check-performance-budget.js","116","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/check-regression.js","113","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/check-slf4j-provider.sh","46","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/in-container.sh","16","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/lib/chromium-args.js","31","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/lib/clickops-common.js","356","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/lib/ui-e2e-common.js","527","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/lib/ui-war-runner.js","245","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/multiplayer-test-server.js","223","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/run-js-browser-tests.js","217","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/run-war-ui-e2e-local.sh","73","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/run-web-build-js-ci.sh","37","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/run-web-clickops-multiplayer.js","601","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/run-web-multiplayer-multi-instance.js","276","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/run-web-ui-core-loop.js","130","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/run-web-ui-map-editor.js","127","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/run-web-ui-multiplayer.js","221","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/run-web-ui-war-deep.js","25","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/run-web-ui-war-from-start.js","27","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/run-web-ui-war-preworld.js","29","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/run-web-validation.js","364","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/static-server.py","19","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"scripts/web/write-web-summary.js","282","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
"server/src/com/unciv/app/server/UncivServer.kt","20","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"settings.gradle.kts","1","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"tests/src/com/unciv/logic/GameSerializationTests.kt","16","9","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"tests/src/com/unciv/logic/LoadGameTest.kt","2","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"tests/src/com/unciv/logic/map/PathingMapTest.kt","8","3","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"tests/src/com/unciv/logic/TranslationTests.kt","1","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"tests/src/com/unciv/testing/BasicTests.kt","7","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"tests/src/com/unciv/testing/GdxTestRunner.kt","13","1","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"tests/src/com/unciv/uniques/CountableTests.kt","18","7","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"tests/src/com/unciv/uniques/UnitUniquesTests.kt","18","2","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","audited_non_web","keep","Legacy audited keep; retain only if still required for web correctness or shared test support."
"tmp/.gitkeep","0","0","keep","kept","Retained after audit because it is part of web enablement, shared runtime support, tests, or CI integration and was not proven unnecessary.","Yes","Yes","protected_web","",""
